10000 50000 zmlt
1961 mpc B 1
83971 qdqc C 1
29230 gi D 1
27886 p B 1
76805 rzyf D 1
61378 k B 1
53576 a A 1
86145 cnt C 1
76945 pfg B 1
24190 pk D 1
64287 tolr A 1
95709 vtmx D 1
84667 ekin C 1
48442 nd D 1
9680 u D 1
18068 izha D 1
78396 k D 1
83722 rt A 1
25580 s C 1
11221 d A 1
60700 zi B 1
70259 zy D 1
49099 qm D 1
50542 lhw D 1
26498 j A 1
64141 vxd C 1
67376 hxs B 1
77767 nn A 1
47018 z A 1
13550 vlp A 1
12085 vg B 1
11437 srnu B 1
25544 forj B 1
829 f C 1
13652 qa A 1
20859 shsp A 1
46214 xrus B 1
20800 bpf C 1
84194 lv D 1
45746 qcz B 1
31178 avj A 1
44189 k C 1
17978 qghs A 1
59011 lb D 1
62950 xsxq C 1
37518 hot D 1
10606 cfw B 1
22198 ejz D 1
72555 ly C 1
58430 yh A 1
60786 vwrj C 1
33370 qsgo D 1
39492 rzri B 1
2640 r C 1
17778 fbc D 1
28816 u B 1
47990 xk D 1
21469 gw A 1
4287 j B 1
95151 rcj C 1
39330 cosr B 1
93363 bwq A 1
34189 suvv B 1
77616 v C 1
4660 byn D 1
28801 a B 1
92372 xnj D 1
93218 gp B 1
6453 yuma C 1
75076 pzz A 1
73221 ze A 1
82603 lpkt B 1
85556 he B 1
96596 i B 1
39017 uv B 1
47789 eea D 1
73870 ilx D 1
58137 pmo D 1
2135 xqu A 1
96294 jctw B 1
31840 dcv D 1
61916 oc D 1
91387 t D 1
32915 be C 1
60881 bivj A 1
89623 jtmv C 1
35433 tgop B 1
82535 a A 1
80602 caqy C 1
61055 wy B 1
8401 ya A 1
56498 t B 1
63208 ftpf B 1
36372 y C 1
82115 up A 1
37966 hnj B 1
35454 bb B 1
46651 dkcp D 1
41995 mzwd C 1
40526 tmxv D 1
99931 xfu A 1
33499 r A 1
49202 n D 1
57474 xpx A 1
75034 cbzo D 1
4822 q B 1
48705 tbcn C 1
36123 mqqu B 1
15872 rbp B 1
44516 nsl A 1
14621 ifg A 1
26435 ejdr D 1
29184 yibo B 1
31494 g A 1
45641 m B 1
18628 qra A 1
45289 qwzj C 1
78706 ckv A 1
81320 gk A 1
93831 w B 1
95443 xe A 1
36397 a B 1
50562 j C 1
17302 bsos A 1
10433 i C 1
83437 bb B 1
83068 dtss C 1
83199 e D 1
8385 ayeq C 1
96864 zef B 1
84003 ns C 1
3660 j D 1
20925 h C 1
28074 u D 1
34068 z B 1
15614 slal D 1
33951 d C 1
63945 gwv C 1
41206 ov B 1
52383 ylbu A 1
90120 jh D 1
45063 occ C 1
87031 pvz A 1
25155 w B 1
3513 yto A 1
26388 gmnv B 1
88916 i C 1
50443 vci D 1
83072 wzlk B 1
90222 js B 1
11471 ogmx A 1
57186 fay D 1
70994 zx A 1
86205 svx D 1
45619 ldy A 1
22506 bsxi A 1
462 pzz C 1
9354 gx C 1
65567 miep B 1
39326 jn C 1
79635 fz A 1
42326 pon C 1
53347 wgmt D 1
50532 kzk D 1
64970 hzb D 1
79738 ov C 1
89015 ll D 1
10068 p B 1
12073 yzd B 1
59195 bzho C 1
35875 pdh B 1
93958 au D 1
16152 ouwe C 1
32927 hsee C 1
66886 jhr B 1
67181 mqek B 1
48307 z D 1
97564 rjz B 1
8815 p C 1
1160 wr D 1
18861 tv A 1
52120 rytx A 1
22615 jon B 1
12800 bel C 1
93155 sy D 1
59780 z A 1
81956 qm B 1
79921 u C 1
23158 ina D 1
11426 frk D 1
7904 ljh A 1
39777 n B 1
17800 h B 1
43683 gzef D 1
80243 oich D 1
29723 lr C 1
8850 efp B 1
93939 rmru D 1
24850 u A 1
36602 yaj C 1
82824 n C 1
69344 ibbs C 1
99646 wffi D 1
23937 dd A 1
26176 w A 1
51157 k C 1
49961 bfq B 1
69990 n A 1
77035 rsk D 1
80484 dy B 1
96700 aw D 1
1121 rnzi A 1
68661 gwm C 1
70418 wvmt C 1
78250 fmi D 1
16811 fnx A 1
68036 odof B 1
97811 chwh D 1
23004 fsv C 1
62832 gg D 1
74989 tk B 1
29674 dukb C 1
31815 bl B 1
23526 bh B 1
69837 bqbj C 1
62802 apoc C 1
500 u D 1
27048 k C 1
81779 hjxx C 1
58443 xm D 1
57564 tvf A 1
27277 ogw B 1
67713 t D 1
58489 qlz C 1
24381 jfw A 1
38562 kd C 1
25302 v A 1
54355 m C 1
8829 zpgz C 1
68265 gzqh D 1
20677 qyvj B 1
66680 vgm A 1
14886 zp A 1
44894 e D 1
50219 k A 1
61740 rdp B 1
85574 wzja D 1
57405 wxgx B 1
39910 s C 1
29686 yv C 1
58445 yhhq C 1
6803 bj C 1
28877 kyt B 1
10658 sd D 1
69076 mglj B 1
92625 rj D 1
33466 cv A 1
17716 u A 1
70318 ut A 1
31956 jayd C 1
80953 um B 1
49866 hkzu D 1
54436 je A 1
82071 mpoq D 1
75574 k C 1
87861 um D 1
79561 yxdw B 1
79931 qi D 1
22229 next C 1
97177 e C 1
44097 x D 1
26050 asga C 1
34070 sqc C 1
1616 wq D 1
18127 x A 1
52076 kwbe D 1
99896 mge D 1
8889 vtww C 1
78852 chyn B 1
45846 skn D 1
579 tb D 1
27068 iso B 1
24815 yd D 1
32028 xumv B 1
6521 jcc A 1
6190 vedn B 1
1582 nber D 1
74746 jrli B 1
52404 f C 1
30947 hnr B 1
86102 wvgg B 1
89434 lekn A 1
47001 o A 1
35859 ay C 1
62494 iwr C 1
27772 gsr B 1
92464 gve A 1
96403 st A 1
70821 b B 1
68750 gw A 1
86536 x B 1
93690 no C 1
91123 cz D 1
98333 ymd A 1
73317 gwkc D 1
80504 knr D 1
53700 mm D 1
50154 wm D 1
51853 nn D 1
60918 qiz C 1
37078 u A 1
82629 qgbh B 1
42702 y C 1
40966 kgb B 1
72927 qwgu C 1
4577 i A 1
72347 iv A 1
71738 vxtw A 1
93283 a D 1
65455 qri C 1
83159 xe B 1
14296 c A 1
99917 v C 1
17896 gok A 1
62915 k A 1
5191 r A 1
3693 qkcm A 1
16354 ogkw C 1
9368 af A 1
880 oo C 1
40678 jz A 1
63241 cgd B 1
89531 yb C 1
68642 iqi A 1
55783 wan B 1
24528 m D 1
92843 pdjy C 1
83282 p D 1
52616 dld A 1
59915 yl D 1
46989 dh B 1
95118 gmo A 1
40715 gnq D 1
74823 bjz C 1
90212 ti C 1
94191 mxb A 1
68584 f D 1
23740 ys B 1
9260 jjlj B 1
36795 iwrc D 1
13756 iyb D 1
40181 es B 1
43501 rw A 1
94433 kixg A 1
65157 y D 1
84775 ya A 1
10337 w C 1
27688 bhn A 1
80221 b B 1
51025 x A 1
53322 ru A 1
57443 anw D 1
30374 tvu D 1
80541 hpk B 1
8300 jvt D 1
64408 z D 1
54906 gcp A 1
98077 kok B 1
20576 tdz C 1
45505 hzi D 1
33691 d D 1
95961 mjew D 1
34710 o A 1
17808 drlg D 1
88188 f B 1
39998 eo B 1
95109 wckk A 1
96172 piq C 1
12441 cbwd A 1
94094 jwt D 1
62301 flf B 1
43257 ggis B 1
4572 zz B 1
40095 p D 1
39682 d B 1
16472 xt B 1
82488 aasu D 1
93734 hbf A 1
85418 hpp A 1
13600 yni C 1
69711 lmu D 1
7085 o D 1
71790 ug C 1
69092 l D 1
39004 ymg A 1
57465 d B 1
40574 ypm C 1
69045 ca A 1
45337 oj B 1
81011 utdv A 1
80874 jj C 1
77850 ix D 1
31344 bqmm C 1
5319 cm A 1
63036 nd C 1
16804 yn C 1
63547 oz D 1
97011 quj C 1
74801 ivp D 1
51276 vp D 1
25937 mbz B 1
5711 xmsr A 1
39026 xzs B 1
61697 lhaw D 1
77924 gqe B 1
47308 gm D 1
47822 th B 1
1666 x B 1
91805 cui D 1
59102 emgn D 1
36659 kbea D 1
53281 f B 1
14907 mh A 1
60267 yvnr A 1
69523 uhcj B 1
52211 y D 1
2544 r B 1
80523 qwpj C 1
19004 kqs A 1
42935 d D 1
43166 nd B 1
4246 wuoz A 1
43381 w B 1
10226 j A 1
34901 df D 1
2547 vya C 1
51833 fhyu A 1
19570 qogl C 1
31644 za B 1
12156 m A 1
16442 cwy B 1
13179 ii D 1
56513 weww D 1
97813 bix A 1
75616 wufv A 1
71425 aiu D 1
27547 jdl A 1
38307 wxz C 1
15371 lx C 1
9117 ljag C 1
11737 rkeh A 1
43954 ptj A 1
48482 au B 1
39478 xx A 1
50181 bzc D 1
28474 iz B 1
33198 wham B 1
82231 n C 1
25119 fszg C 1
29527 rs A 1
86911 ad B 1
31895 axn D 1
10932 bor D 1
51675 nt D 1
5966 quk A 1
33360 jgx A 1
27486 icjv C 1
2255 g A 1
97245 fk D 1
66967 md D 1
14084 q D 1
40688 pqv C 1
56569 cym B 1
69561 lz D 1
32860 nad D 1
32849 f C 1
32203 n A 1
33480 g D 1
18841 fd D 1
25481 jol C 1
73714 donw A 1
14585 ig A 1
21323 tzj D 1
91928 k C 1
66115 gcvc A 1
45957 ew B 1
79974 nza B 1
78497 r C 1
13707 xuuk B 1
17375 nk A 1
79369 pb B 1
39938 gawv D 1
99029 zv B 1
60738 bm A 1
56432 kv C 1
11298 tci B 1
91220 ycbu D 1
64806 k B 1
12413 hsf C 1
75035 db A 1
89520 hr D 1
21436 kg B 1
23039 ohp A 1
37854 sjz A 1
81623 sf A 1
71333 ab D 1
89630 ik B 1
21645 fyx C 1
85652 o D 1
30540 jwr C 1
60233 wwg B 1
71359 mj B 1
95355 jclx B 1
45601 kjhc C 1
75762 a A 1
99013 ue D 1
45369 rimf B 1
14538 jl D 1
80407 tf D 1
31700 g D 1
8395 kou D 1
24304 a A 1
52249 qs C 1
12706 zil B 1
2168 h D 1
27409 mla B 1
35014 y B 1
51990 ohb A 1
93738 b B 1
9879 kh C 1
85311 tn C 1
25981 pjw B 1
35342 f C 1
32187 q A 1
15832 e C 1
85286 qqw B 1
70038 xuzr C 1
80511 t C 1
54999 oerv D 1
4462 jq A 1
3007 qvd A 1
79911 du A 1
16479 zwue A 1
16658 qtyy D 1
58390 yua D 1
93027 yzv C 1
7380 ylaz D 1
74960 dx A 1
39501 qykh C 1
42292 bvt C 1
65630 gbdz C 1
55923 h C 1
27400 mysq A 1
75648 a B 1
42979 h D 1
30648 ig B 1
99510 sv A 1
62862 h B 1
1928 i B 1
97072 mdvr A 1
82984 vxe B 1
75950 tx D 1
45008 mjkk D 1
92009 htu A 1
85789 zy C 1
31484 gb D 1
89916 tir C 1
32894 vk B 1
94788 z B 1
74827 eoz A 1
52601 ulji D 1
81369 fypw B 1
80690 zdy C 1
89331 qyq C 1
75558 po C 1
340 hq C 1
34310 zhre A 1
23988 sza A 1
25764 sik C 1
96002 i D 1
85991 t A 1
44381 wtw B 1
20922 xv C 1
36751 vkw D 1
15366 zdvb D 1
83592 zha A 1
36498 joga D 1
65880 axpg C 1
79436 t D 1
98683 ll B 1
76563 rzo A 1
17414 nkh B 1
67095 xo B 1
5261 hvf B 1
79075 aki A 1
28936 d B 1
18917 zsj D 1
98340 zhs C 1
89004 bni C 1
61632 d A 1
31941 u B 1
87910 pyu C 1
53627 tpu D 1
11355 f C 1
75598 gc B 1
3227 kd D 1
52592 w B 1
65525 wrdu B 1
6774 pmi D 1
59096 npo A 1
48339 hx A 1
40437 jig C 1
43812 cgd C 1
19410 ph D 1
55317 weav C 1
46419 qxir C 1
27487 grs C 1
86065 vz C 1
19028 cul D 1
32212 gy C 1
21278 fwu B 1
17649 vpbs C 1
61889 x B 1
8301 okf A 1
59166 raw A 1
16876 ney B 1
40668 f B 1
4702 u A 1
15134 j B 1
10785 gq A 1
74571 a B 1
8893 qmsn B 1
20360 m D 1
71064 igfi D 1
38647 l B 1
31424 xe C 1
94186 azop B 1
28117 m C 1
26785 fw B 1
47871 hlci B 1
19512 im B 1
45005 pew D 1
49084 axqn D 1
10222 rvg A 1
13377 qnpa C 1
20829 cy D 1
89335 bxkp B 1
32038 mq A 1
87850 ry C 1
22212 ye C 1
85317 h D 1
11661 isb C 1
28650 b D 1
55569 l C 1
36527 zj B 1
49655 lse A 1
94798 c A 1
14207 oka D 1
53945 hfm D 1
81177 s C 1
60129 c C 1
64008 t B 1
77819 hx B 1
13258 a A 1
99214 fdda D 1
80886 uav C 1
52197 al D 1
7070 vhog B 1
57592 r C 1
76233 lon A 1
22811 urnf D 1
85589 xzw C 1
95949 n C 1
87364 ohxe D 1
42499 sfh C 1
43611 hfa A 1
12793 u C 1
84167 zhz A 1
11316 s C 1
65704 gjng D 1
52999 hvl A 1
97680 tup B 1
43354 m D 1
48716 q D 1
36135 vk D 1
44978 c C 1
9927 yp D 1
65379 o A 1
9381 msti B 1
40648 orc D 1
47687 ilnj B 1
43568 dwk D 1
97148 pmjs C 1
64221 w A 1
4379 uf B 1
28660 cfn D 1
71580 xztx C 1
69634 j A 1
85933 rpmx B 1
41795 bo A 1
84226 pcg C 1
72707 mw C 1
97381 ef C 1
10719 fhq B 1
39172 k B 1
16172 h A 1
19961 fgu C 1
78045 reil D 1
83451 mk D 1
69617 woyu A 1
56473 kg B 1
57483 a B 1
26034 g A 1
71915 fzw B 1
87136 r B 1
77213 s D 1
1152 a B 1
43719 rc D 1
50455 m C 1
23928 gc B 1
92696 vgw B 1
74507 xf B 1
35916 nvie A 1
29638 c D 1
76914 qrl C 1
9928 iev B 1
25206 bysg D 1
75018 tw C 1
48752 sg A 1
71092 r B 1
3537 c B 1
88994 j C 1
87123 iod D 1
2245 z D 1
14389 qa C 1
49180 c B 1
15489 ud B 1
42894 ynp B 1
28099 ch B 1
20417 loef B 1
17758 pe D 1
29990 txn A 1
54520 fnp A 1
86317 ncd B 1
38538 qoa D 1
43813 qlt C 1
74669 urh C 1
88247 cxxe D 1
54316 fqc D 1
21042 m A 1
11489 maxd C 1
78635 s A 1
2161 pil D 1
37126 jfk A 1
62210 bph C 1
49697 fdue C 1
72057 c B 1
94293 p A 1
76866 ra A 1
7887 bzm A 1
40443 uzo A 1
9085 cjl D 1
45095 ngol D 1
9084 bt C 1
13391 aq A 1
89553 hslo B 1
70580 syb B 1
37475 jajs C 1
58406 k C 1
67917 f B 1
37759 i C 1
2290 jo A 1
99840 fn A 1
37188 go D 1
87711 wue C 1
58768 q C 1
43751 kaae D 1
5433 ehe C 1
1056 t A 1
37452 esvz D 1
92238 an A 1
5627 ks C 1
97052 qr D 1
62442 wu C 1
936 u D 1
54531 ajw A 1
5624 s B 1
93657 k D 1
76808 gjda B 1
49290 f B 1
52631 iexz C 1
78732 tepj C 1
51406 xsf D 1
40993 jwht A 1
63693 tmg D 1
98516 tu A 1
21029 zxi D 1
17781 x D 1
76785 rae B 1
56389 jvwe C 1
90361 dt C 1
84415 nvjp A 1
35241 jly A 1
90133 uwpi A 1
80750 n B 1
57791 ida B 1
20244 s B 1
33289 lpv C 1
5567 epd A 1
10038 qqp C 1
93364 u A 1
32206 d B 1
71323 zo B 1
92582 gn B 1
66983 onog C 1
87537 g D 1
36254 q D 1
35372 oa A 1
7244 p B 1
90810 tzff A 1
84484 s D 1
87104 pd C 1
5398 zaua C 1
90643 mdn A 1
48202 olgs C 1
54627 jb C 1
4568 vxdb D 1
20141 xvp B 1
33247 svmq B 1
26686 bwgl A 1
2009 qj D 1
63094 cnd A 1
73644 s A 1
36368 jtz C 1
22809 k B 1
49518 bmk A 1
14912 vb C 1
97092 hmij C 1
73626 i B 1
99628 e B 1
65056 myfx D 1
11931 decl D 1
96723 raox D 1
24913 q C 1
88197 rl C 1
48917 dcc B 1
30834 fn B 1
23265 rl D 1
151 hppc A 1
13812 uq B 1
54642 lh B 1
3686 p C 1
37483 ntj B 1
67715 zraw A 1
82020 spa B 1
11557 dvgf C 1
80522 iie D 1
11132 wg B 1
77559 tdxr B 1
90584 xt C 1
97880 se A 1
59417 kot B 1
